Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
31.10.2015;908;Repelener Straße, Parkplatz;113300; 10,00 € 
31.10.2015;911;Repelener Straße in Höhe von Haus-Nr. 9;113260; 10,00 € 
31.10.2015;913;Repelener Straße in Höhe von Haus-Nr. 11;113240; 10,00 € 
31.10.2015;921;Repelener Straße ggü. Haus-Nr. 11;113240; 10,00 € 
31.10.2015;929;Weyerstraße in Höhe von Haus-Nr. 2;113260; 10,00 € 
31.10.2015;1011;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
31.10.2015;1013;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
31.10.2015;1023;Klever Straße ggü. Haus-Nr. 25;113300; 10,00 € 
31.10.2015;1025;Klever Straße ggü. Haus-Nr. 25;113300; 10,00 € 
31.10.2015;1030;Klever Straße ggü. Haus-Nr. 23;113320; 10,00 € 
31.10.2015;1029;Klever Straße in Höhe von Haus-Nr. 26;141112; 20,00 € 
31.10.2015;1043;Bethanienstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
31.10.2015;1125;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
31.10.2015;1126;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
31.10.2015;1128;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
31.10.2015;1130;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
31.10.2015;1133;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
31.10.2015;1154;Vinzenzstraße ggü. Haus-Nr. 17;142278; 35,00 € 
31.10.2015;834;Seminarstraße ggü. Haus-Nr. 43;141412; 10,00 € 
31.10.2015;839;Seminarstraße ggü. Haus-Nr. 41;329119; 25,00 € 
31.10.2015;842;Seminarstraße ggü. Haus-Nr. 2;141312; 15,00 € 
31.10.2015;908;Hülsdonker Straße in Höhe von Haus-Nr. 26;113240; 10,00 € 
31.10.2015;910;Hülsdonker Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
31.10.2015;912;Hülsdonker Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
01.11.2015;855;Gallierring in Höhe von Haus-Nr. 57/59;142103; 10,00 € 
02.11.2015;1017;Vinzenzstraße, Ecke Vinzensstrasse;112402; 20,00 € 
02.11.2015;1349;Oberwallstraße / B ggü. Haus-Nr. 25;142278; 35,00 € 
02.11.2015;1535;Steinstraße, Backwerk;141106; 30,00 € 
02.11.2015;1515;Lintforter Straße, Parkplatz;113300; 10,00 € 
02.11.2015;1510;Lintforter Straße in Höhe von Haus-Nr. 92;113300; 10,00 € 
02.11.2015;1149;Wilhelm-Schroeder-Straße / C2, Parkplatz;113123; 25,00 € 
02.11.2015;1405;Kautzstraße / B, Parkplatz;113121; 20,00 € 
02.11.2015;1537;Julius-Genner-Straße in Höhe von Haus-Nr. 7;141121; 25,00 € 
02.11.2015;1033;Seminarstraße in Höhe von Haus-Nr. 5;113240; 10,00 € 
02.11.2015;1539;Julius-Genner-Straße in Höhe von Haus-Nr. 13;141118; 15,00 € 
02.11.2015;1547;Oberwallstraße / B in Höhe von Haus-Nr. 29;141352; 15,00 € 
02.11.2015;1550;Oberwallstraße / B ggü. Haus-Nr. 21;113140; 10,00 € 
02.11.2015;1551;Oberwallstraße / B in Höhe von Haus-Nr. 15;113140; 10,00 € 
02.11.2015;1556;Friedrichstraße in Höhe von Haus-Nr. 61, Ecke Steinstraße;141106; 30,00 € 
02.11.2015;1637;Neumarkt / A, Parkplatz;113141; 15,00 € 
02.11.2015;1641;Neumarkt / A, Parkplatz;113122; 20,00 € 
02.11.2015;1619;Neumarkt / A, Parkplatz;113121; 15,00 € 
02.11.2015;1622;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1625;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1229;Neumarkt / A, Parkplatz;113120; 10,00 € 
02.11.2015;1231;Neumarkt / A, Parkplatz;113120; 10,00 € 
02.11.2015;1238;Neumarkt / A, Parkplatz;113120; 10,00 € 
02.11.2015;1239;Neumarkt / A, Parkplatz;113121; 15,00 € 
02.11.2015;1247;Meerstraße / B, Parkplatz;113120; 10,00 € 
02.11.2015;1610;Im Rosenthal / B ggü. Haus-Nr. 12;113144; 30,00 € 
02.11.2015;1253;Im Rosenthal / B 12;113121; 15,00 € 
02.11.2015;1258;Kastell / B, Parkplatz;329113; 15,00 € 
02.11.2015;1300;Kleine Allee, Parkplatz;113140; 10,00 € 
02.11.2015;1341;Haagstraße / B 18;141322; 15,00 € 
02.11.2015;1315;Abteistraße ggü. Haus-Nr. 20;142103; 10,00 € 
02.11.2015;1318;Abteistraße ggü. Haus-Nr. 6;113240; 10,00 € 
02.11.2015;1326;Julius-Leber-Straße ggü. Haus-Nr. 15;113240; 10,00 € 
02.11.2015;1340;Filder Straße 20;113240; 10,00 € 
02.11.2015;1355;Filder Straße 4;113240; 10,00 € 
02.11.2015;1403;Kautzstraße / B, Parkplatz;113121; 15,00 € 
02.11.2015;1526;Homberger Straße / C1 19;141106; 30,00 € 
02.11.2015;1432;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
02.11.2015;1119;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1121;Neumarkt / A, Parkplatz;113121; 15,00 € 
02.11.2015;1123;Neumarkt / A, Parkplatz;113121; 15,00 € 
02.11.2015;1129;Neumarkt / A, Parkplatz;113122; 20,00 € 
02.11.2015;1616;Neumarkt / A, Parkplatz;113124; 30,00 € 
02.11.2015;1323;Neumarkt / A, Parkplatz;113121; 15,00 € 
02.11.2015;1324;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1326;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1328;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1339;Haagstraße / B ggü. Haus-Nr. 26;113300; 10,00 € 
02.11.2015;1426;Neumarkt / A, Parkplatz;113121; 15,00 € 
02.11.2015;1446;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
02.11.2015;1508;Markt, Parkplatz;113300; 10,00 € 
02.11.2015;1514;Lintforter Straße, Parkplatz;113300; 10,00 € 
02.11.2015;1523;Lintforter Straße in Höhe von Haus-Nr. 91;113300; 10,00 € 
02.11.2015;1526;An der Sandkull ggü. Haus-Nr. 114;113300; 10,00 € 
02.11.2015;1527;An der Sandkull ggü. Haus-Nr. 114;113300; 10,00 € 
02.11.2015;1543;Markt, Parkplatz;113300; 10,00 € 
02.11.2015;1545;Markt, Parkplatz;113300; 10,00 € 
02.11.2015;1546;Markt, Parkplatz;113300; 10,00 € 
02.11.2015;955;Oberwallstraße / B in Höhe von Haus-Nr. 29;113140; 10,00 € 
02.11.2015;1009;Hopfenstraße in Höhe von Haus-Nr. 6;112216; 35,00 € 
02.11.2015;1011;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
02.11.2015;1015;Hopfenstraße in Höhe von Haus-Nr. 21;141118; 15,00 € 
02.11.2015;920;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
02.11.2015;921;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
02.11.2015;953;Haagstraße / B in Höhe von Haus-Nr. 1;141342; 15,00 € 
02.11.2015;1001;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
02.11.2015;1002;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
02.11.2015;1004;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
02.11.2015;1007;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
02.11.2015;1009;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
02.11.2015;1051;Haagstraße / B in Höhe von Haus-Nr. 16;141322; 15,00 € 
02.11.2015;1055;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
02.11.2015;1117;Neumarkt / A, Parkplatz;113140; 10,00 € 
02.11.2015;1012;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
02.11.2015;959;Seminarstraße in Höhe von Haus-Nr. 43;141412; 10,00 € 
02.11.2015;1005;Baerler Straße in Höhe von Haus-Nr. 46;113240; 10,00 € 
02.11.2015;1007;Baerler Straße in Höhe von Haus-Nr. 50;113240; 10,00 € 
02.11.2015;1014;Landwehrstraße / C1 in Höhe von Haus-Nr. 91;113240; 10,00 € 
02.11.2015;1017;Cloudtstraße in Höhe von Haus-Nr. 21;113240; 10,00 € 
02.11.2015;1019;Cloudtstraße ggü. Haus-Nr. 30a;113240; 10,00 € 
02.11.2015;1025;Seminarstraße in Höhe von Haus-Nr. 32;113260; 10,00 € 
02.11.2015;1029;Gabelsbergerstraße in Höhe von Haus-Nr. 5, Ecke Seminarstr.;141352; 15,00 € 
02.11.2015;1203;Seminarstraße, Ecke Gabelsbergerstr.;113242; 20,00 € 
02.11.2015;1035;Seminarstraße in Höhe von Haus-Nr. 5;113240; 10,00 € 
02.11.2015;1041;Landwehrstraße / C1 in Höhe von Haus-Nr. 46;113240; 10,00 € 
02.11.2015;1043;Landwehrstraße / C1 in Höhe von Haus-Nr. 42;113240; 10,00 € 
02.11.2015;1414;Feldstraße / C1 in Höhe von Haus-Nr. 70;113244; 30,00 € 
02.11.2015;1109;Otto-Hue-Straße / C1 ggü. Haus-Nr. 8;141015; 10,00 € 
02.11.2015;1110;Otto-Hue-Straße / C1 ggü. Haus-Nr. 10;141015; 10,00 € 
02.11.2015;1113;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4a;113122; 20,00 € 
02.11.2015;1118;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 4d;141322; 15,00 € 
02.11.2015;1121;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 8;113140; 10,00 € 
02.11.2015;1123;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 8;113140; 10,00 € 
02.11.2015;1129;Landwehrstraße / C1 in Höhe von Haus-Nr. 19;141118; 15,00 € 
02.11.2015;1135;Landwehrstraße / C1 in Höhe von Haus-Nr. 22;141412; 10,00 € 
02.11.2015;1138;Landwehrstraße / C1 in Höhe von Haus-Nr. 28a;113240; 10,00 € 
02.11.2015;1141;Landwehrstraße / C1 in Höhe von Haus-Nr. 26;113220; 10,00 € 
02.11.2015;1152;Wilhelm-Schroeder-Straße / C2, Parkplatz;113121; 15,00 € 
02.11.2015;1155;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
02.11.2015;1159;Gabelsbergerstraße in Höhe von Haus-Nr. 15;113240; 10,00 € 
02.11.2015;1207;Rheinberger Straße ggü. Haus-Nr. 33;113280; 10,00 € 
02.11.2015;1211;Rheinberger Straße ggü. Haus-Nr. 29, Gabelsbergerstrasse;113280; 10,00 € 
02.11.2015;749;Essenbergerstr Straße / C1 in Höhe von Haus-Nr. 80;141312; 15,00 € 
02.11.2015;750;Essenbergerstr Straße / C1 in Höhe von Haus-Nr. 82;141312; 15,00 € 
02.11.2015;751;Essenbergerstr Straße / C1 in Höhe von Haus-Nr. 82;141312; 15,00 € 
02.11.2015;752;Essenbergerstr Straße / C1 in Höhe von Haus-Nr. 86a;141312; 15,00 € 
02.11.2015;753;Essenbergerstr Straße / C1 in Höhe von Haus-Nr. 91;141312; 15,00 € 
02.11.2015;1026;Tersteegenstraße / C1 in Höhe von Haus-Nr. 24;141118; 15,00 € 
02.11.2015;1032;Mercatorstraße in Höhe von Haus-Nr. 7;141118; 15,00 € 
02.11.2015;1051;Augustastraße / C1 in Höhe von Haus-Nr. 13;141422; 10,00 € 
02.11.2015;1053;Augustastraße / C1 in Höhe von Haus-Nr. 22;113120; 10,00 € 
02.11.2015;1101;Kautzstraße / B in Höhe von Haus-Nr. 10;141422; 10,00 € 
02.11.2015;1103;Kautzstraße / B, Parkplatz;113120; 15,00 € 
02.11.2015;1106;Kautzstraße / B, Parkplatz;113140; 10,00 € 
02.11.2015;1150;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
02.11.2015;1245;Meerstraße / B ggü. Haus-Nr. 3, Kirche;113121; 15,00 € 
02.11.2015;1212;Meerstraße / B in Höhe von Haus-Nr. 1;112402; 20,00 € 
02.11.2015;1247;Meerstraße / B, Parkplatz;113121; 15,00 € 
02.11.2015;1226;Neumarkt / A, Parkplatz;113120; 10,00 € 
02.11.2015;1325;Repelener Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
02.11.2015;1330;Repelener Straße in Höhe von Haus-Nr. 19;113240; 10,00 € 
02.11.2015;1332;Repelener Straße in Höhe von Haus-Nr. 11;113240; 10,00 € 
02.11.2015;1336;Nordring / C2, Parkplatz;113120; 10,00 € 
02.11.2015;1356;Baerler Straße in Höhe von Haus-Nr. 10;113260; 10,00 € 
02.11.2015;1400;Baerler Straße in Höhe von Haus-Nr. 18;113260; 10,00 € 
02.11.2015;1401;Baerler Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
02.11.2015;1403;Baerler Straße in Höhe von Haus-Nr. 48;113240; 10,00 € 
02.11.2015;1406;Baustraße in Höhe von Haus-Nr. 13;113240; 10,00 € 
02.11.2015;1413;Greefstraße in Höhe von Haus-Nr. 4;113240; 10,00 € 
02.11.2015;1426;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113180; 10,00 € 
02.11.2015;1430;Homberger Straße / C1, Ecke Otto-Hue -Str.;113120; 10,00 € 
02.11.2015;1501;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
02.11.2015;1508;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
02.11.2015;1513;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4, Pakplatz;113120; 10,00 € 
02.11.2015;1515;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113121; 15,00 € 
02.11.2015;1518;Otto-Hue-Straße / C1, 2c;113150; 10,00 € 
02.11.2015;1520;Homberger Straße / C1, Vor Kreisverkehr;113120; 10,00 € 
02.11.2015;1533;Wilhelm-Schroeder-Straße / C2, Bildungszentrum;113123; 25,00 € 
02.11.2015;1417;Feldstraße / C1 ggü. Haus-Nr. 44;113240; 10,00 € 
02.11.2015;1539;Neumarkt, Parkplatz;142262; 10,00 € 
02.11.2015;1106;Klever Straße in Höhe von Haus-Nr. 72;141101; 30,00 € 
02.11.2015;1539;Bethanienstraße, Krankenhaus;141245; 25,00 € 
02.11.2015;756;Essenbergerstr Straße / C1 ggü. Haus-Nr. 96b;141312; 15,00 € 
02.11.2015;806;Am Geldermannshof, Ecke Essenberger Str.;141302; 15,00 € 
02.11.2015;811;Kirschenallee ggü. Haus-Nr. 113;112411; 20,00 € 
02.11.2015;813;Kirschenallee in Höhe von Haus-Nr. 100, Schule;141330; 10,00 € 
02.11.2015;819;Fuldastraße ggü. Haus-Nr. 50;329119; 25,00 € 
02.11.2015;824;Donaustraße in Höhe von Haus-Nr. 91m;112402; 20,00 € 
02.11.2015;1004;Kirschenallee in Höhe von Haus-Nr. 5;141342; 15,00 € 
02.11.2015;1014;Zwickauer Straße ggü. Haus-Nr. 4;113320; 10,00 € 
02.11.2015;1015;Zwickauer Straße ggü. Haus-Nr. 6;113320; 10,00 € 
02.11.2015;1051;Scholtenstraße in Höhe von Haus-Nr. 59a;112402; 20,00 € 
02.11.2015;1126;Oderstraße, Zufahrt 101-119;112402; 20,00 € 
02.11.2015;1137;Friedenstraße ggü. Haus-Nr. 17;329113; 15,00 € 
02.11.2015;1447;Hubertusstraße in Höhe von Haus-Nr. 24;141064; 35,00 € 
02.11.2015;1153;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
02.11.2015;1157;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
02.11.2015;1158;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
02.11.2015;1159;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
02.11.2015;1327;Trajanstraße in Höhe von Haus-Nr. 25;112405; 35,00 € 
02.11.2015;1332;Trajanstraße in Höhe von Haus-Nr. 50;112402; 20,00 € 
02.11.2015;1510;Lintforter Straße ggü. Haus-Nr. 93;113300; 10,00 € 
02.11.2015;1514;Lintforter Straße, Parkplatz;113300; 10,00 € 
02.11.2015;1519;Lintforter Straße in Höhe von Haus-Nr. 75f;113300; 10,00 € 
02.11.2015;1523;Lintforter Straße in Höhe von Haus-Nr. 93;113280; 10,00 € 
02.11.2015;1525;An der Sandkull ggü. Haus-Nr. 114;113300; 10,00 € 
02.11.2015;1526;An der Sandkull ggü. Haus-Nr. 114;113300; 10,00 € 
02.11.2015;1541;Markt, Parkplatz;113300; 10,00 € 
02.11.2015;1543;Markt, Parkplatz;113300; 10,00 € 
02.11.2015;1545;Markt, Parkplatz;113320; 10,00 € 
02.11.2015;1614;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
02.11.2015;1503;Tersteegenstraße / C1 20;113120; 10,00 € 
02.11.2015;1506;Tersteegenstraße / C1 18;141118; 15,00 € 
02.11.2015;1515;Mittelstraße / C1 5;113140; 10,00 € 
02.11.2015;1530;Kautzstraße / B, Parkplatz;113120; 10,00 € 
02.11.2015;1551;Haagstraße / B ggü. Haus-Nr. 11;113140; 10,00 € 
02.11.2015;1558;Haagstraße / B ggü. Haus-Nr. 30;142278; 35,00 € 
02.11.2015;1606;Meerstraße / B, Parkplatz;113120; 10,00 € 
02.11.2015;1606;Meerstraße / B, Parkplatz;113120; 10,00 € 
02.11.2015;1613;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
02.11.2015;1615;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
02.11.2015;1618;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
02.11.2015;1619;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
02.11.2015;1624;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
02.11.2015;1631;Haagstraße / B 35;141106; 30,00 € 
02.11.2015;1645;Neumarkt / A, Parkplatz;113120; 10,00 € 
02.11.2015;1653;Neumarkt / A, Parkplatz;141015; 10,00 € 
02.11.2015;1707;Nordring / C2, Parkplatz;113140; 10,00 € 
02.11.2015;1708;Nordring / C2, Parkplatz;113120; 10,00 € 
02.11.2015;1712;Nordring / C2, Parkplatz;113140; 10,00 € 
02.11.2015;857;Unterwallstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
02.11.2015;902;Niederstraße in Höhe von Haus-Nr. 30;141312; 15,00 € 
02.11.2015;910;Repelener Straße in Höhe von Haus-Nr. 19;113240; 10,00 € 
02.11.2015;1327;Repelener Straße in Höhe von Haus-Nr. 30;113244; 30,00 € 
02.11.2015;915;Repelener Straße in Höhe von Haus-Nr. 32;113240; 10,00 € 
02.11.2015;917;Repelener Straße in Höhe von Haus-Nr. 24;113260; 10,00 € 
02.11.2015;924;Weyerstraße in Höhe von Haus-Nr. 2;113240; 10,00 € 
02.11.2015;932;Rieserstraße in Höhe von Haus-Nr. 13;113240; 10,00 € 
02.11.2015;935;Hülsdonker Straße in Höhe von Haus-Nr. 11;113240; 10,00 € 
02.11.2015;937;Hülsdonker Straße in Höhe von Haus-Nr. 7;113260; 10,00 € 
02.11.2015;938;Hülsdonker Straße in Höhe von Haus-Nr. 7;113240; 10,00 € 
02.11.2015;947;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
03.11.2015;1017;Hanns-Albeck-Platz in Höhe von Haus-Nr. 2;142103; 10,00 € 
03.11.2015;1613;Hopfenstraße in Höhe von Haus-Nr. 8;141314; 25,00 € 
03.11.2015;1102;Mittelstraße / C1 ggü. Haus-Nr. 1;112216; 35,00 € 
03.11.2015;1108;Landwehrstraße / C1 ggü. Haus-Nr. 1, Ecke Hombergerstr.;141106; 30,00 € 
03.11.2015;1123;Kautzstraße / B, Parkplatz;113121; 15,00 € 
03.11.2015;1131;Kautzstraße / B, Parkplatz;113140; 10,00 € 
03.11.2015;1218;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
03.11.2015;1221;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
03.11.2015;1308;Repelener Straße ggü. Haus-Nr., Gastankstelle;113240; 10,00 € 
03.11.2015;1310;Repelener Straße in Höhe von Haus-Nr. 23;113240; 10,00 € 
03.11.2015;1317;Repelener Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
03.11.2015;1310;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
03.11.2015;1153;Weygoldstraße / C1 in Höhe von Haus-Nr. 6;113122; 20,00 € 
03.11.2015;1051;Kirchstraße in Höhe von Haus-Nr., Adler Apotheke;141106; 30,00 € 
03.11.2015;745;Am Pandyck in Höhe von Haus-Nr. 22;112402; 20,00 € 
03.11.2015;912;Lintforter Straße in Höhe von Haus-Nr. 94;141382; 15,00 € 
03.11.2015;1310;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
03.11.2015;1121;Feldstraße / C1 in Höhe von Haus-Nr. 24;141118; 15,00 € 
03.11.2015;1305;Meerstraße / B, Schotterparkplatz;113122; 20,00 € 
03.11.2015;951;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
03.11.2015;1404;Wilhelm-Schroeder-Straße / C2, Bildungszentrum;113150; 10,00 € 
03.11.2015;1609;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
03.11.2015;1538;Essenberger Straße / C1, Parkplatz;113124; 30,00 € 
03.11.2015;1456;Kirschenallee in Höhe von Haus-Nr. 87;141312; 20,00 € 
03.11.2015;1655;Ostring / C2 in Höhe von Haus-Nr. 4;113140; 10,00 € 
03.11.2015;1057;Markt, Zufahrt  zum Parkplatz;112043; 25,00 € 
03.11.2015;821;Geldernsche Straße in Höhe von Haus-Nr. 5;141312; 20,00 € 
03.11.2015;1644;Weygoldstraße / C1 in Höhe von Haus-Nr. 9;113120; 10,00 € 
03.11.2015;1646;Weygoldstraße / C1 in Höhe von Haus-Nr. 16;113140; 15,00 € 
03.11.2015;1651;Ostring / C2 in Höhe von Haus-Nr. 4;141322; 15,00 € 
03.11.2015;1659;Oberwallstraße / B in Höhe von Haus-Nr. 25;113140; 10,00 € 
03.11.2015;1726;Oberwallstraße / B ggü. Haus-Nr. 1;112402; 20,00 € 
03.11.2015;1244;Unterwallstraße 38;141322; 15,00 € 
03.11.2015;1425;Meerstraße / B, Parkplatz;113143; 25,00 € 
03.11.2015;1303;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
03.11.2015;1337;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
03.11.2015;1339;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
03.11.2015;1343;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
03.11.2015;1347;Haagstraße / B 9;113140; 15,00 € 
03.11.2015;1353;Haagstraße / B ggü. Haus-Nr. 11;113140; 10,00 € 
03.11.2015;1402;Oberwallstraße / B ggü. Haus-Nr. 13;113140; 10,00 € 
03.11.2015;1404;Oberwallstraße / B ggü. Haus-Nr. 19;113140; 10,00 € 
03.11.2015;1415;Homberger Straße 24;141106; 30,00 € 
03.11.2015;1419;Homberger Straße ggü. Haus-Nr. 34c;141106; 30,00 € 
03.11.2015;1434;Kautzstraße / B, Parkplatz;113120; 10,00 € 
03.11.2015;1437;Kautzstraße / B, Parkplatz;113120; 10,00 € 
03.11.2015;1439;Kautzstraße / B, Parkplatz;113120; 10,00 € 
03.11.2015;1444;Hopfenstraße 22;141118; 15,00 € 
03.11.2015;1541;Mercatorstraße 5;141118; 15,00 € 
03.11.2015;1457;Homberger Straße / C1 74;113140; 10,00 € 
03.11.2015;1505;Homberger Straße / C1 ggü. Haus-Nr., Ecke Otto-Hue -Str.;113120; 10,00 € 
03.11.2015;1533;Otto-Hue-Straße / C1 6;113140; 10,00 € 
03.11.2015;1539;Mercatorstraße 7;141118; 15,00 € 
03.11.2015;1546;Tersteegenstraße / C1 25;141118; 20,00 € 
03.11.2015;1548;Tersteegenstraße / C1 7;141118; 15,00 € 
03.11.2015;1550;Tersteegenstraße / C1 ggü. Haus-Nr. 5;141118; 15,00 € 
03.11.2015;1554;Tersteegenstraße / C1 1;141118; 15,00 € 
03.11.2015;1558;Mittelstraße / C1 17;113123; 25,00 € 
03.11.2015;1007;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
03.11.2015;839;Unterwallstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
03.11.2015;1006;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
03.11.2015;1006;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
03.11.2015;1427;Meerstraße / B in Höhe von Haus-Nr. 2;113140; 10,00 € 
03.11.2015;1429;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
03.11.2015;1430;Meerstraße / B, Schotterparkplatz;329113; 15,00 € 
03.11.2015;1437;Meerstraße / B, Innenhof;113140; 10,00 € 
03.11.2015;1439;Meerstraße / B, Innenhof;113140; 10,00 € 
03.11.2015;1502;Haagstraße / B ggü. Haus-Nr. 26;113260; 10,00 € 
03.11.2015;1516;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
03.11.2015;1519;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
03.11.2015;1530;Filder Straße in Höhe von Haus-Nr. 20;113240; 10,00 € 
03.11.2015;1535;Gartenstraße ggü. Haus-Nr. 22;113240; 10,00 € 
03.11.2015;1538;Gartenstraße ggü. Haus-Nr. 28;113240; 10,00 € 
03.11.2015;1539;Gartenstraße ggü. Haus-Nr. 30;113240; 10,00 € 
03.11.2015;1540;Gartenstraße ggü. Haus-Nr. 30;113240; 10,00 € 
03.11.2015;1541;Gartenstraße ggü. Haus-Nr. 34;113240; 10,00 € 
03.11.2015;1543;Gartenstraße ggü. Haus-Nr. 34;113260; 10,00 € 
03.11.2015;1545;Gartenstraße ggü. Haus-Nr. 38;113240; 10,00 € 
03.11.2015;1602;Zahnstraße in Höhe von Haus-Nr. 10;113240; 10,00 € 
03.11.2015;1604;Zahnstraße in Höhe von Haus-Nr. 16;113240; 10,00 € 
03.11.2015;1606;Zahnstraße in Höhe von Haus-Nr. 16;113240; 10,00 € 
